16734,163
16735,159
16738,159
16740,159
16743,156
16744,156
16745,156
16746,156
16748,156
16749,156
16750,156
16801,292
16803,288
16820,171
16821,171
16822,165
16823,203
16827,246
16828,190
16829,190
16830,168
16832,168
16833,156
16836,156
16837,156
16838,156
16839,156
16840,156
16841,167
16844,165
16845,165
16852,247
16854,186
16858,151
16859,151
16860,151
16861,151
16863,151
16864,151
16865,197
16866,169
16870,194
16871,194
16872,194
16874,164
16875,168
16877,167
16878,152
16879,152
16881,152
16882,152
16901,170
16912,171
16914,155
16915,155
16917,155
16920,165
16921,165
16922,165
16923,165
16925,155
16926,155
16927,155
16928,155
16929,155
16930,155
16932,155
16933,169
16935,169
16936,169
16937,169
16938,169
16939,169
16940,169
16941,169
16942,169
16943,169
16946,159
16947,164
16948,164
16950,164
17002,164
17003,210
17004,175
17005,175
17006,175
17007,213
17009,188
17011,283
17013,232
17014,232
17017,161
17018,185
17019,198
17020,175
17021,175
17022,235
17023,184
17024,184
17025,259
17026,190
17028,188
17029,188
17030,188
17031,188
17032,171
17033,293
17034,231
17035,231
17036,249
17037,166
17038,202
17040,166
17042,226
17043,297
17044,173
17045,176
17047,166
17048,184
17049,165
17051,161
17052,161
17053,192
17055,258
17057,222
17058,166
17059,165
17060,165
17061,194
17062,168
17063,171
17065,224
17066,177
17067,205
17068,170
17070,263
17071,263
17073,208
17074,171
17076,171
17078,241
17082,160
17084,181
17086,181
17087,196
17090,167
17094,170
17097,170
17098,186
17099,186
17101,186
17102,452
17103,280
17104,279
17109,251
17110,257
17111,251
17112,235
17113,242
17201,236
17211,197
17212,197
17213,197
17214,183
17215,183
17217,183
17219,183
17220,183
17221,183
17222,220
17223,220
17224,162
17225,204
17228,154
17229,154
17232,154
17233,167
17236,180
17237,211
17238,156
17239,156
17240,168
17241,175
17243,175
17244,173
17246,173
17252,178
17255,178
17257,188
17260,188
17262,155
17264,155
17265,155
17266,155
17267,153
17268,206
17271,206
17301,188
17302,173
17304,173
17307,173
17309,176
17313,232
17314,185
17315,205
17316,210
17319,209
17320,172
17321,180
17322,179
17324,171
17325,216
17327,194
17329,176
17331,230
17339,195
17340,202
17344,266
17345,207
17347,218
17349,216
17350,198
17352,178
17353,168
17356,208
17360,203
17361,244
17362,189
17363,197
17364,174
17365,180
17366,197
17368,200
17370,196
17372,180
17401,271
17402,242
17403,240
17404,244
17406,209
17407,222
17501,253
17502,208
17505,219
17509,203
17512,245
17516,194
17517,225
17518,187
17519,220
17520,284
17522,264
17527,197
17529,223
17532,189
17535,207
17536,185
17538,282
17540,255
17543,264
17545,227
17547,260
17551,253
17552,263
17554,290
17555,193
17557,242
17560,191
17562,207
17563,184
17565,190
17566,206
17569,215
17572,219
17576,219
17578,221
17579,241
17581,237
17582,200
17584,230
17601,273
17602,283
17603,288
17701,211
17723,210
17724,163
17727,163
17728,168
17729,168
17737,188
17740,182
17742,182
17744,167
17745,183
17747,168
17751,170
17752,173
17754,195
17756,178
17758,178
17763,178
17764,178
17765,178
17768,178
17771,164
17772,172
17774,172
17776,172
17777,180
17778,180
17779,180
17801,173
17810,172
17812,172
17813,165
17814,162
17815,184
17820,169
17821,191
17823,191
17824,175
17827,175
17828,175
17830,161
17832,161
17834,215
17835,215
17836,215
17837,210
17841,164
17842,170
17843,170
17844,184
17845,166
17846,165
17847,184
17850,184
17851,206
17853,168
17855,202
17856,167
17857,183
17859,164
17860,162
17864,170
17866,187
17867,187
17868,187
17870,194
17872,177
17877,215
17878,215
17881,178
17888,188
17889,171
17901,182
17921,170
17922,171
17923,171
17925,171
17927,171
17929,183
17931,185
17935,185
17938,161
17941,161
17948,161
17954,194
17957,194
17959,194
17960,162
17961,178
17963,165
17964,165
17965,186
17967,161
17968,161
17970,197
17972,168
17976,193
17978,193
17980,168
17981,170
17983,170
17985,160
18011,239
18013,188
18014,191
18015,236
18017,262
18018,335
18031,231
18032,285
18034,239
18035,180
18036,206
18037,219
18038,179
18041,215
18042,251
18049,227
18051,206
18052,261
18053,183
18054,203
18055,227
18056,227
18058,158
18062,258
18064,216
18066,185
18067,222
18069,206
18070,205
18071,185
18072,204
18073,250
18074,197
18076,274
18077,225
18078,199
18080,188
18087,239
18088,183
18091,196
18092,186
18101,186
18102,322
18103,249
18104,263
18106,248
18201,196
18210,160
18211,162
18214,162
18216,162
18218,162
18220,190
18222,175
18224,185
18229,169
18232,169
18235,172
18237,180
18240,191
18245,191
18246,191
18248,191
18249,173
18250,188
18252,171
18255,166
18301,172
18321,163
18322,159
18324,154
18325,160
18326,158
18327,158
18328,161
18330,156
18331,156
18332,154
18333,154
18334,159
18336,200
18337,164
18340,164
18343,181
18344,169
18346,167
18347,173
18350,237
18352,237
18353,159
18354,162
18355,164
18360,169
18370,159
18371,162
18372,172
18401,172
18403,236
18405,156
18407,199
18411,205
18414,177
18415,163
18417,163
18419,198
18421,173
18424,170
18425,161
18426,194
18427,194
18428,177
18430,177
18431,165
18433,196
18434,226
18435,164
18436,184
18437,184
18438,273
18439,273
18441,273
18443,273
18444,168
18445,160
18446,174
18447,199
18451,233
18452,235
18453,235
18455,235
18456,235
18458,174
18460,174
18461,174
18462,174
18463,174
18464,187
18465,216
18466,160
18469,160
18470,172
18472,170
18503,170
18504,210
18505,204
18507,251
18508,204
18509,260
18510,237
18512,238
18517,231
18518,235
18519,230
18603,186
18610,156
18612,182
18614,182
18615,159
18616,159
18617,159
18618,233
18619,233
18621,169
18622,169
18623,169
18624,253
18628,253
18629,156
18630,155
18631,185
18632,185
18634,197
18635,167
18636,167
18640,202
18641,198
18642,206
18643,199
18644,189
18651,194
18655,168
18656,162
18657,169
18660,157
18661,170
18701,170
18702,197
18704,220
18705,205
18706,201
18707,186
18708,185
18709,210
18801,164
18810,179
18812,207
18817,207
18818,207
18821,207
18822,162
18823,162
18824,162
18825,162
18826,164
18828,164
18829,164
18830,164
18831,164
18832,165
18833,165
18834,163
18837,155
18839,155
18840,189
18842,189
18844,160
18845,160
18846,160
18847,161
18848,167
18850,154
18851,154
18853,157
18854,157
18901,310
18913,285
18914,307
18915,284
18917,298
18920,298
18923,339
18925,306
18927,306
18929,357
18930,201
18932,238
18933,238
18934,238
18936,238
18938,321
18940,397
18942,197
18944,264
18947,258
18951,241
18954,280
18955,260
18960,245
18964,284
18966,305
18969,256
18972,207
18974,319
18976,311
18977,331
19001,375
19002,309
19003,597
19004,592
19006,296
19007,334
19008,347
19010,442
19012,305
19013,248
19014,302
19015,303
19018,337
19020,341
19021,294
19022,283
19023,301
19025,301
19026,393
19029,353
19030,364
19031,361
19032,332
19033,392
19034,296
19035,380
19036,341
19038,364
19040,324
19041,440
19043,348
19044,343
19046,323
19047,352
19050,316
19053,307
19054,373
19055,342
19056,335
19057,339
19061,261
19063,298
19064,376
19066,559
19067,353
19070,375
19072,472
19073,323
19074,331
19075,382
19076,357
19078,394
19079,300
19081,404
19082,379
19083,503
19085,401
19086,321
19087,424
19090,359
19094,333
19095,280
19096,548
19102,548
19103,7064
19104,1118
19106,4325
19107,4713
19111,471
19112,471
19113,471
19114,507
19115,411
19116,473
19118,557
19119,516
19120,452
19121,1026
19122,1448
19123,2819
19124,460
19125,2149
19126,392
19127,1414
19128,609
19129,667
19130,3753
19131,446
19132,477
19133,533
19134,678
19135,486
19136,546
19137,668
19138,489
19139,558
19140,366
19141,455
19142,406
19143,676
19144,452
19145,1675
19146,3399
19147,4289
19148,2077
19149,615
19150,595
19151,496
19152,516
19153,523
19154,586
19301,362
19310,188
19311,240
19312,354
19317,265
19319,265
19320,205
19330,190
19333,389
19335,252
19341,289
19342,265
19343,204
19344,190
19346,190
19348,252
19350,204
19352,191
19355,310
19362,178
19363,191
19365,197
19372,246
19373,250
19374,250
19380,294
19382,286
19390,216
19401,341
19403,276
19405,573
19406,371
19422,331
19425,289
19426,274
19428,567
19435,567
19436,567
19438,257
19440,267
19444,385
19446,313
19453,355
19454,324
19460,293
19462,326
19464,240
19468,288
19473,249
19475,226
19477,226
19492,216
19501,236
19503,258
19504,195
19505,202
19506,182
19507,174
19508,206
19510,247
19512,217
19518,217
19520,202
19522,193
19525,237
19526,195
19529,181
19530,198
19533,200
19534,176
19539,187
19540,193
19541,177
19543,215
19547,198
19549,198
19551,196
19555,206
19560,222
19562,265
19565,216
19567,199
19601,247
19602,266
19604,267
19605,241
19606,237
19607,264
19608,244
19609,300
19610,306
19611,297
